Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Location 1
"19,958",High,0.07,111.96,69,833,Gerald Love,Regular Air,Corporate,Furniture,Tables,Large Box,Hon 4060 Series Tables,0.63,West,California,"95,020",3/6/2013 0:00,3/7/2013 0:00,-742.88,5,437.96,"89,772","Gilroy, California 95020
(37.01669145900047, -121.58121949199972)"
"24,266",High,0,227.55,32.48,831,Lindsay McGuire,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Hon Rectangular Conference Tables,0.68,East,Maryland,"21,222",4/1/2011 0:00,4/3/2011 0:00,547.0362,6,"1,442.42","90,272","Dundalk, Maryland 21222
(39.26547078200048, -76.50496797399967)"
"23,713",Not Specified,0.1,30.98,8.99,831,Lindsay McGuire,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,"Boston School Pro Electric Pencil Sharpener, 1670",0.58,East,Maryland,"21,222",4/21/2012 0:00,4/24/2012 0:00,22.71,12,347.13,"90,274","Dundalk, Maryland 21222
(39.26547078200048, -76.50496797399967)"
"24,814",Not Specified,0.04,4.98,4.72,838,Gary Walton,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1949,0.36,West,California,"91,745",8/3/2012 0:00,8/4/2012 0:00,-43.5656,24,119.4,"89,894","Hacienda Heights, California 91745
(33.99766432400048, -117.96608801599967)"
"24,815",Not Specified,0.04,2.94,0.81,838,Gary Walton,Express Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Prang Colored Pencils,0.4,West,California,"91,745",8/3/2012 0:00,8/3/2012 0:00,50.0595,23,72.55,"89,894","Hacienda Heights, California 91745
(33.99766432400048, -117.96608801599967)"
"24,235",Not Specified,0.09,65.99,5.31,831,Lindsay McGuire,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,3390,0.57,East,Maryland,"21,222",8/22/2013 0:00,8/23/2013 0:00,-35.390432,6,326.89,"90,279","Dundalk, Maryland 21222
(39.26547078200048, -76.50496797399967)"
"19,253",Medium,0.1,8.12,2.83,838,Gary Walton,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",0.77,West,California,"91,745",12/9/2012 0:00,12/9/2012 0:00,-49.51,18,134.28,"89,895","Hacienda Heights, California 91745
(33.99766432400048, -117.96608801599967)"
"24,513",High,0,3.28,3.97,836,Glen Stein,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 337,0.56,East,New Jersey,"8,002",4/24/2013 0:00,4/26/2013 0:00,-119.16,12,41.53,"89,773","Cherry Hill, New Jersey 8002
(39.93115169400045, -75.02223919199963)"
"21,575",Not Specified,0.05,"3,499.99",24.49,838,Gary Walton,Regular Air,Consumer,Technology,Copiers and Fax,Large Box,Canon imageCLASS 2200 Advanced Copier,0.37,West,California,"91,745",10/2/2013 0:00,10/3/2013 0:00,"-9,078.94",2,"6,849.48","89,896","Hacienda Heights, California 91745
(33.99766432400048, -117.96608801599967)"
"18,624",Critical,0.04,40.97,8.99,850,Jesse Hutchinson,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,0.59,West,California,"93,117",7/16/2012 0:00,7/18/2012 0:00,154.85,9,374.57,"88,573","Goleta, California 93117
(34.43021396600045, -119.8643991939997)"
"21,353",Critical,0.06,1.26,0.7,851,Helen H Heller,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Bagged Rubber Bands,0.81,West,California,"91,745",10/31/2010 0:00,10/31/2010 0:00,-6.6096,4,5.28,"88,571","Hacienda Heights, California 91745
(33.99766432400048, -117.96608801599967)"
"19,383",Not Specified,0.07,6.08,0.91,850,Jesse Hutchinson,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Zebra Zazzle Fluorescent Highlighters,0.51,West,California,"93,117",9/7/2010 0:00,9/8/2010 0:00,19.57,7,41.96,"88,569","Goleta, California 93117
(34.43021396600045, -119.8643991939997)"
"21,935",High,0.01,6.6,4.07,862,Vivian Hodge,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"3.5"" IBM Formatted Diskettes, DS/HD",0.66,Central,Texas,"75,503",9/14/2013 0:00,9/17/2013 0:00,-52.5412,9,63.78,"90,458","Texarkana, Texas 75503
(33.46976353500048, -94.09071729399966)"
"24,117",Low,0.07,20.99,0.99,844,Eddie Li,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory21,0.37,East,Maine,"4,092",8/23/2012 0:00,9/1/2012 0:00,242.8317,21,351.93,"89,367","Westbrook, Maine 4092
(43.6834332680005, -70.35731962699964)"
"18,953",Low,0.09,23.99,6.3,843,Jamie Watkins,Regular Air,Corporate,Technology,Office Machines,Medium Box,TI 36X Solar Scientific Calculator,0.38,East,Maine,"4,072",6/19/2013 0:00,6/19/2013 0:00,200.316,15,329.83,"89,369","Saco, Maine 4072
(43.5090508180005, -70.43854950499963)"
"22,468",Low,0.05,10.06,2.06,842,Judith Stanton,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,0.39,East,Connecticut,"6,111",10/22/2013 0:00,10/29/2013 0:00,28.61,6,62.48,"89,371","Newington, Connecticut 6111
(41.68813287800049, -72.72977952999963)"
"22,467",Low,0.04,100.98,15.66,845,Maureen Bradley,Delivery Truck,Corporate,Office Supplies,Appliances,Jumbo Drum,Avanti 1.7 Cu. Ft. Refrigerator,0.57,East,Massachusetts,"2,210",10/22/2013 0:00,10/22/2013 0:00,807.29,19,"1,923.81","89,371","Boston, Massachusetts 2210
(42.3485041940005, -71.04281810899965)"
"18,952",Low,0.02,113.98,30,847,Bill O'Neill,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Comfortask® Task/Swivel Chairs,0.69,East,Massachusetts,"1,060",6/19/2013 0:00,6/21/2013 0:00,-145.016,2,240.64,"89,369","Northampton, Massachusetts 1060
(42.32276003600049, -72.63479770999965)"
"24,115",Low,0.03,205.99,5,846,Kyle Goodman,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Phone 918,0.59,East,Massachusetts,"1,450",8/23/2012 0:00,8/30/2012 0:00,"2,315.65",19,"3,356.02","89,367","Groton, Massachusetts 1450
(42.60755342200048, -71.55730586599964)"
"19,821",Not Specified,0.1,114.98,58.72,848,Jennifer Brandon,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Sauder Camden County Collection Libraries, Planked Cherry Finish",0.76,East,New Hampshire,"3,839",12/14/2012 0:00,12/17/2012 0:00,-810.205,17,"1,788.56","89,368","Rochester, New Hampshire 3839
(43.27089237600046, -70.98918770699964)"
"24,130",Critical,0.08,60.89,32.41,840,Kevin Daly,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Push Button Manager's Chair, Indigo",0.56,West,California,"93,117",5/12/2012 0:00,5/13/2012 0:00,-319.26,14,852.12,"89,366","Goleta, California 93117
(34.43021396600045, -119.8643991939997)"
"19,514",Medium,0.08,3.89,7.01,851,Helen H Heller,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binder Labels,0.37,West,California,"91,745",8/13/2013 0:00,8/13/2013 0:00,-111.835936,25,96.56,"88,575","Hacienda Heights, California 91745
(33.99766432400048, -117.96608801599967)"
"24,116",Low,0.09,1.95,1.63,841,Cameron Page,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",0.46,East,Connecticut,"6,114",8/23/2012 0:00,9/1/2012 0:00,-2.6728,2,4.44,"89,367","Hartford, Connecticut 6114
(41.74072048000045, -72.67795664899967)"
"22,793",Not Specified,0.1,142.86,19.99,862,Vivian Hodge,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Letter Size Cart,0.56,Central,Texas,"75,503",10/28/2012 0:00,10/29/2012 0:00,322.5704,9,"1,201.35","90,456","Texarkana, Texas 75503
(33.46976353500048, -94.09071729399966)"
"25,505",Not Specified,0.05,10.91,2.99,853,Leah Davenport,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Heavy-Duty E-Z-D® Binders,0.38,West,California,"92,345",3/15/2013 0:00,3/17/2013 0:00,39.1092,5,56.68,"88,574","Hesperia, California 92345
(34.42078095900047, -117.3040482179997)"
"21,351",Critical,0.06,1.76,0.7,854,Karen Hendricks,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,0.56,East,Connecticut,"6,405",10/31/2010 0:00,11/2/2010 0:00,1.2236,22,39.26,"88,571","Branford, Connecticut 6405
(41.278833360000476, -72.80981887599967)"
"24,210",Not Specified,0.05,17.78,5.03,852,Virginia Mason Klein,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,"Seth Thomas 13 1/2"" Wall Clock",0.54,West,California,"92,544",10/4/2013 0:00,10/5/2013 0:00,89.95,10,174.94,"88,578","Hemet, California 92544
(33.72237346400044, -116.92048851199968)"
"19,709",High,0,39.48,3.99,862,Vivian Hodge,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,0.56,Central,Texas,"75,503",7/6/2012 0:00,7/6/2012 0:00,118.5972,4,171.88,"90,454","Texarkana, Texas 75503
(33.46976353500048, -94.09071729399966)"
"24,211",Not Specified,0,30.98,19.51,856,Carla S Austin,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Staples Colored Interoffice Envelopes,0.36,East,Connecticut,"6,492",10/4/2013 0:00,10/4/2013 0:00,-19.1,8,268.16,"88,578","Wallingford, Connecticut 6492
(41.461862372000496, -72.81792665699965)"
"21,933",High,0.07,180.98,26.2,862,Vivian Hodge,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Global Ergonomic Managers Chair,0.59,Central,Texas,"75,503",9/14/2011 0:00,9/16/2011 0:00,337.29,7,"1,236.77","90,453","Texarkana, Texas 75503
(33.46976353500048, -94.09071729399966)"
"24,209",Not Specified,0.06,7.1,6.05,852,Virginia Mason Klein,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",0.39,West,California,"92,544",10/4/2013 0:00,10/4/2013 0:00,-51.3015,9,63.27,"88,578","Hemet, California 92544
(33.72237346400044, -116.92048851199968)"
"24,684",Medium,0.08,550.98,45.7,853,Leah Davenport,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,0.71,West,California,"92,345",5/22/2012 0:00,5/23/2012 0:00,"3,918.54",19,"8,027.28","88,572","Hesperia, California 92345
(34.42078095900047, -117.3040482179997)"
"21,354",Critical,0.05,35.99,5.99,858,Arthur Brady,Express Air,Corporate,Technology,Telephones and Communication,Wrap Bag,Accessory41,0.38,East,Maine,"4,240",10/31/2010 0:00,11/2/2010 0:00,-125.83296,2,64.89,"88,571","Lewiston, Maine 4240
(44.09838129400049, -70.19632848299966)"
"23,541",High,0.09,2.61,0.5,859,Denise Arthur,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 494,0.39,East,New Hampshire,"3,045",8/27/2013 0:00,8/29/2013 0:00,12.5649,7,18.21,"88,576","Goffstown, New Hampshire 3045
(43.013781021000455, -71.56187681199964)"
"21,352",Critical,0.02,24.98,8.79,855,Jacob Lanier,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,2300 Heavy-Duty Transfer File Systems by Perma,0.66,East,Connecticut,"6,810",10/31/2010 0:00,11/1/2010 0:00,4.3148,23,606.51,"88,571","Danbury, Connecticut 6810
(41.39151238700049, -73.45406587699966)"
"24,764",Critical,0.09,349.45,60,868,Sharon Ellis,Delivery Truck,Corporate,Furniture,Tables,Jumbo Drum,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",,Central,Minnesota,"55,126",9/6/2010 0:00,9/7/2010 0:00,"-2,946.05",12,"3,918.98","91,195","Shoreview, Minnesota 55126
(45.08013963200045, -93.13547652499966)"
"22,964",Medium,0.06,8.95,2.01,866,Joyce Knowles,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",0.39,Central,Indiana,"46,514",3/2/2011 0:00,3/3/2011 0:00,18.9543,3,27.47,"90,676","Elkhart, Indiana 46514
(41.71222158800049, -85.97381686399967)"
"25,088",Not Specified,0.1,8.67,3.5,863,Sharon Dickinson,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Staples 4 Outlet Surge Protector,0.58,Central,Texas,"77,590",9/7/2012 0:00,9/9/2012 0:00,-37.43,23,186.53,"90,455","Texas City, Texas 77590
(29.397102980000454, -94.92072631499968)"
"20,326",High,0.02,39.98,9.2,862,Vivian Hodge,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,0.65,Central,Texas,"75,503",9/28/2013 0:00,9/30/2013 0:00,366.3036,22,909.89,"90,459","Texarkana, Texas 75503
(33.46976353500048, -94.09071729399966)"
"24,774",Not Specified,0.04,29.18,8.55,868,Sharon Ellis,Express Air,Corporate,Furniture,Office Furnishings,Small Box,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",0.42,Central,Minnesota,"55,126",2/25/2010 0:00,2/27/2010 0:00,201.7353,10,292.37,"91,194","Shoreview, Minnesota 55126
(45.08013963200045, -93.13547652499966)"
"25,131",Critical,0.07,4.98,4.95,863,Sharon Dickinson,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Cardinal Holdit Business Card Pockets,0.37,Central,Texas,"77,590",12/17/2012 0:00,12/17/2012 0:00,-32.1195,14,71.3,"90,457","Texas City, Texas 77590
(29.397102980000454, -94.92072631499968)"
"22,963",Medium,0.08,41.32,8.66,866,Joyce Knowles,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",0.76,Central,Indiana,"46,514",3/2/2011 0:00,3/5/2011 0:00,126.03,9,371.73,"90,676","Elkhart, Indiana 46514
(41.71222158800049, -85.97381686399967)"
"25,133",Critical,0.06,10.98,3.37,863,Sharon Dickinson,Express Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Fiskars® Softgrip Scissors,0.57,Central,Texas,"77,590",12/17/2012 0:00,12/17/2012 0:00,38.685,21,226.08,"90,457","Texas City, Texas 77590
(29.397102980000454, -94.92072631499968)"
"22,962",Medium,0.02,2.89,0.49,866,Joyce Knowles,Regular Air,Corporate,Office Supplies,Labels,Small Box,*Staples* Packaging Labels,0.38,Central,Indiana,"46,514",3/2/2011 0:00,3/3/2011 0:00,5.9616,3,8.64,"90,676","Elkhart, Indiana 46514
(41.71222158800049, -85.97381686399967)"
"24,417",High,0,19.98,5.97,866,Joyce Knowles,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1936,0.38,Central,Indiana,"46,514",9/26/2012 0:00,9/28/2012 0:00,267.64,23,462.46,"90,677","Elkhart, Indiana 46514
(41.71222158800049, -85.97381686399967)"
"22,794",Not Specified,0.07,1.88,1.49,863,Sharon Dickinson,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Staples® General Use 3-Ring Binders,0.37,Central,Texas,"77,590",10/28/2012 0:00,10/29/2012 0:00,-11.06622,10,19.28,"90,456","Texas City, Texas 77590
(29.397102980000454, -94.92072631499968)"
"22,795",Not Specified,0.02,21.38,8.99,863,Sharon Dickinson,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,0.59,Central,Texas,"77,590",10/28/2012 0:00,10/30/2012 0:00,-37.3572,17,371.24,"90,456","Texas City, Texas 77590
(29.397102980000454, -94.92072631499968)"
"25,507",Not Specified,0.03,14.2,5.3,871,Sandy Ellington,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,Coloredge Poster Frame,0.46,West,Nevada,"89,502",3/15/2010 0:00,3/17/2010 0:00,21.5556,2,31.24,"90,577","Reno, Nevada 89502
(39.49991424300049, -119.77897638599973)"
"19,804",Not Specified,0.04,120.98,56.7,871,Sandy Ellington,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,O'Sullivan 4-Shelf Bookcase in Odessa Pine,0.68,West,Nevada,"89,502",10/29/2011 0:00,10/31/2011 0:00,-826.74,14,"1,701.21","90,581","Reno, Nevada 89502
(39.49991424300049, -119.77897638599973)"
"23,732",Low,0.07,67.28,19.99,871,Sandy Ellington,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Catalog Binders with Expanding Posts,0.4,West,Nevada,"89,502",4/28/2011 0:00,5/5/2011 0:00,497.5176,11,721.04,"90,579","Reno, Nevada 89502
(39.49991424300049, -119.77897638599973)"
"22,547",Not Specified,0.01,5.94,9.92,871,Sandy Ellington,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Storex Dura Pro™ Binders,0.38,West,Nevada,"89,502",5/20/2010 0:00,5/23/2010 0:00,-239.315,12,74.77,"90,578","Reno, Nevada 89502
(39.49991424300049, -119.77897638599973)"
"21,972",Not Specified,0.02,2.47,1.02,871,Sandy Ellington,Regular Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,Staples Paper Clips,0.38,West,Nevada,"89,502",5/21/2011 0:00,5/22/2011 0:00,24.27,16,42.21,"90,580","Reno, Nevada 89502
(39.49991424300049, -119.77897638599973)"
"26,382",High,0.09,8.5,1.99,873,Robyn Goodwin,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,Hewlett-Packard 4.7GB DVD+R Discs,0.49,Central,Kansas,"66,202",4/14/2013 0:00,4/16/2013 0:00,8.3,5,41.91,"89,063","Prairie Village, Kansas 66202
(39.02229385800047, -94.6669779939997)"
"25,329",Critical,0.06,54.96,10.75,868,Sharon Ellis,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1940,0.36,Central,Minnesota,"55,126",4/12/2013 0:00,4/13/2013 0:00,304.083,8,440.7,"91,197","Shoreview, Minnesota 55126
(45.08013963200045, -93.13547652499966)"
"25,328",Critical,0.01,12.22,2.85,868,Sharon Ellis,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,Aluminum Document Frame,0.55,Central,Minnesota,"55,126",4/12/2013 0:00,4/13/2013 0:00,10.94,3,39.33,"91,197","Shoreview, Minnesota 55126
(45.08013963200045, -93.13547652499966)"
"26,384",High,0.01,4.26,1.2,873,Robyn Goodwin,Express Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",0.44,Central,Kansas,"66,202",4/14/2013 0:00,4/15/2013 0:00,2.61,1,5.3,"89,063","Prairie Village, Kansas 66202
(39.02229385800047, -94.6669779939997)"
"22,776",Low,0.05,50.98,14.19,874,Andrew Beard,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Deluxe Stacking Chair, Gray",0.56,East,New York,"11,575",3/30/2011 0:00,4/8/2011 0:00,196.21,9,461.32,"89,060","Roosevelt, New York 11575
(40.6796527570005, -73.58656681999963)"
"23,193",Critical,0.08,6.68,5.66,868,Sharon Ellis,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1923,0.37,Central,Minnesota,"55,126",9/13/2013 0:00,9/14/2013 0:00,-51.7224,16,107.25,"91,199","Shoreview, Minnesota 55126
(45.08013963200045, -93.13547652499966)"
"19,803",Not Specified,0,30.98,6.5,870,Hugh Brock,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,Belkin ErgoBoard™ Keyboard,0.64,Central,Michigan,"48,841",10/29/2011 0:00,10/31/2011 0:00,-63.5148,4,134.24,"90,581","Owosso, Michigan 48841
(43.104713296000455, -84.22602971299966)"
"24,762",Critical,0.06,122.99,70.2,868,Sharon Ellis,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,Central,Minnesota,"55,126",9/6/2013 0:00,9/9/2013 0:00,"-1,965.73",23,"2,696.59","91,198","Shoreview, Minnesota 55126
(45.08013963200045, -93.13547652499966)"
"19,275",Critical,0.05,46.94,6.77,874,Andrew Beard,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",0.44,East,New York,"11,575",1/30/2013 0:00,2/1/2013 0:00,315.1437,10,456.73,"89,062","Roosevelt, New York 11575
(40.6796527570005, -73.58656681999963)"
"24,453",Medium,0.02,6.69,3.1,880,Ellen Beck,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",0.36,West,Arizona,"85,254",5/25/2012 0:00,5/27/2012 0:00,13.83,6,43.25,"86,156","Scottsdale, Arizona 85254
(33.61707225600048, -111.95090585199966)"
"26,069",High,0.1,48.04,7.23,878,Alan Briggs,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1885,0.37,East,Vermont,"5,701",9/28/2013 0:00,9/30/2013 0:00,220.4064,8,360.12,"91,385","Rutland, Vermont 5701
(43.619422648000466, -72.96351910099963)"
"23,176",Medium,0.1,15.57,1.39,877,Christian Branch,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Park Ridge™ Embossed Executive Business Envelopes,0.38,Central,Oklahoma,"73,064",3/16/2013 0:00,3/17/2013 0:00,41.7726,4,60.54,"91,384","Mustang, Oklahoma 73064
(35.39166374800044, -97.73143650799966)"
"19,262",High,0.04,4.37,5.15,875,Erika Fink,Regular Air,Small Business,Office Supplies,Appliances,Small Box,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",0.59,West,Utah,"84,106",8/21/2010 0:00,8/22/2010 0:00,-74.4796,18,78.59,"89,059","Salt Lake City, Utah 84106
(40.705431674000465, -111.85817908999968)"
"18,055",Critical,0.06,22.84,11.54,880,Ellen Beck,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1964,0.39,West,Arizona,"85,254",3/25/2010 0:00,3/27/2010 0:00,-31.24,1,27.67,"86,153","Scottsdale, Arizona 85254
(33.61707225600048, -111.95090585199966)"
"26,068",High,0.09,70.98,26.74,877,Christian Branch,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Hon Metal Bookcases, Black",0.6,Central,Oklahoma,"73,064",9/28/2013 0:00,9/30/2013 0:00,-175.5176,14,945.28,"91,385","Mustang, Oklahoma 73064
(35.39166374800044, -97.73143650799966)"
"25,758",Critical,0.08,11.99,5.99,881,Jerry Barnes Nelson,Express Air,Small Business,Technology,Office Machines,Medium Box,TI 30X Scientific Calculator,0.36,West,Arizona,"85,635",5/7/2012 0:00,5/8/2012 0:00,34.63,17,207.86,"86,155","Sierra Vista, Arizona 85635
(31.549110338000446, -110.26797659699969)"
"23,785",Critical,0.08,34.98,7.53,880,Ellen Beck,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Fellowes EZ Multi-Media Keyboard,0.76,West,Arizona,"85,254",3/26/2013 0:00,3/29/2013 0:00,-138.84,1,34.39,"86,158","Scottsdale, Arizona 85254
(33.61707225600048, -111.95090585199966)"
"18,054",Critical,0.07,5.68,1.39,880,Ellen Beck,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Staples Standard Envelopes,0.38,West,Arizona,"85,254",3/25/2010 0:00,3/27/2010 0:00,18.6438,5,27.02,"86,153","Scottsdale, Arizona 85254
(33.61707225600048, -111.95090585199966)"
"24,690",Critical,0.1,10.48,6.91,881,Jerry Barnes Nelson,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Sterilite Officeware Hinged File Box,0.58,West,Arizona,"85,635",1/2/2013 0:00,1/3/2013 0:00,-114.39,7,72.44,"86,157","Sierra Vista, Arizona 85635
(31.549110338000446, -110.26797659699969)"
"21,226",Low,0,499.99,24.49,883,Alex Harding,Express Air,Home Office,Technology,Copiers and Fax,Large Box,Sharp AL-1530CS Digital Copier,0.36,West,California,"93,422",9/15/2011 0:00,9/22/2011 0:00,"-1,312.84",21,"10,933.47","89,543","Atascadero, California 93422
(35.48101009600049, -120.67152741599972)"
"19,285",Critical,0.1,140.98,53.48,885,Malcolm Robertson,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",0.65,Central,Texas,"79,109",10/31/2013 0:00,11/1/2013 0:00,-432.54,7,934.74,"89,561","Amarillo, Texas 79109
(35.17024226700045, -101.88371928899966)"
"19,591",Low,0.06,6.6,4.07,886,Betty Barbour,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"3.5"" IBM Formatted Diskettes, DS/HD",0.66,Central,Texas,"76,017",8/17/2011 0:00,8/26/2011 0:00,-41.6572,12,76.32,"89,542","Arlington, Texas 76017
(32.66157078700047, -97.16683780299968)"
"21,868",Medium,0.04,17.67,8.99,887,Cindy Hinton,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 12"" Wall Clock",0.47,Central,Texas,"78,745",9/15/2012 0:00,9/16/2012 0:00,69.97,12,224.16,"89,546","Austin, Texas 78745
(30.206881655000473, -97.7956469989997)"
"19,286",Critical,0.1,172.99,19.99,885,Malcolm Robertson,Regular Air,Corporate,Furniture,Office Furnishings,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",0.64,Central,Texas,"79,109",10/31/2013 0:00,11/2/2013 0:00,-210.7835,1,168.8,"89,561","Amarillo, Texas 79109
(35.17024226700045, -101.88371928899966)"
"21,867",Medium,0.02,39.48,1.99,887,Cindy Hinton,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,Central,Texas,"78,745",9/15/2012 0:00,9/17/2012 0:00,221.6,10,422.85,"89,546","Austin, Texas 78745
(30.206881655000473, -97.7956469989997)"
"19,061",Not Specified,0.01,10.06,2.06,885,Malcolm Robertson,Regular Air,Consumer,Furniture,Office Furnishings,Wrap Bag,Coloredge Poster Frame,0.46,Central,Texas,"79,109",5/20/2013 0:00,5/22/2013 0:00,43.3803,6,62.87,"89,555","Amarillo, Texas 79109
(35.17024226700045, -101.88371928899966)"
"20,298",Not Specified,0.06,3.28,3.97,886,Betty Barbour,Regular Air,Consumer,Furniture,Office Furnishings,Large Box,Tensor Computer Mounted Lamp,0.58,Central,Texas,"76,017",2/5/2013 0:00,2/7/2013 0:00,-59.12,6,20.51,"89,551","Arlington, Texas 76017
(32.66157078700047, -97.16683780299968)"
"26,134",Medium,0,5.84,1.2,884,Kristina Grimes,Express Air,Corporate,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.74,East,Maryland,"20,746",5/16/2013 0:00,5/16/2013 0:00,46.21,11,67.83,"89,554","Camp Springs, Maryland 20746
(38.838430606000486, -76.92153668599963)"
"22,590",Medium,0.02,28.48,1.99,887,Cindy Hinton,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",0.4,Central,Texas,"78,745",3/29/2013 0:00,3/31/2013 0:00,270.3834,13,391.86,"89,553","Austin, Texas 78745
(30.206881655000473, -97.7956469989997)"
